STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL_CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,OVER_TOTAL_ELECTORS_IN_CONSTITUENCY,OVER_TOTAL_VOTES_POLLED_IN_CONSTITUENCY,TOTAL_ELECTORS,LITERATE
MAHARASHTRA,PUNE,Girish Bhalchandra Bapat,1,BJP,LOTUS,MALE,1,68,GENERAL,Graduate,57959302,1793891,631875,960,632835,30.48596605,61.10486707,2075824,Literate
MAHARASHTRA,PUNE,Mohan Joshi,0,INC,HAND,MALE,6,62,GENERAL,10th Pass,67624702,35212523,307870,337,308207,14.84745335,29.75964946,2075824,Literate
MAHARASHTRA,PUNE,Anil Narayan Jadhav,0,VBA,CUP & SAUCER,MALE,1,35,GENERAL,12th Pass,18703428,0,64734,59,64793,3.121314716,6.256240018,2075824,Literate
MAHARASHTRA,PUNE,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,10972,29,11001,0.529958224,1.062227346,2075824,Not Available
ODISHA,PURI,PINAKI MISRA,1,BJD,CONCH,MALE,0,59,GENERAL,Graduate,1174701344,21932742,537782,539,538321,34.45627079,47.38223997,1562331,Literate
ODISHA,PURI,Dr Sambit Patra,0,BJP,LOTUS,MALE,1,45,GENERAL,Post Graduate,7202976,1197946,524504,2103,526607,33.70649369,46.35119054,1562331,Literate
ODISHA,PURI,SATYA PRAKASH NAYAK,0,INC,HAND,MALE,4,51,GENERAL,Post Graduate,13257059,138069,44599,135,44734,2.863285693,3.937422324,1562331,Literate
BIHAR,PURNIA,SANTOSH KUMAR,1,JD(U),ARROW,MALE,1,43,GENERAL,12th Pass,41036294,2500000,632435,489,632924,35.85337889,54.84662332,1765312,Literate
BIHAR,PURNIA,UDAY SINGH ALIAS PAPPU SINGH,0,INC,HAND,MALE,2,66,GENERAL,12th Pass,3418643970,715792024,369278,185,369463,20.92904824,32.01616307,1765312,Literate
BIHAR,PURNIA,SHUBHASH KUMAR THAKUR,0,IND,COAT,MALE,0,32,GENERAL,12th Pass,601416,0,31794,1,31795,1.80109805,2.75522557,1765312,Literate
BIHAR,PURNIA,SAGEER AHMAD,0,IND,PAN,MALE,0,29,GENERAL,Not Available,458449,0,21374,0,21374,1.210777472,1.852184033,1765312,Not Available
BIHAR,PURNIA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18557,12,18569,1.051882047,1.609114125,1765312,Not Available
BIHAR,PURNIA,JITENDRA URAB,0,BSP,ELEPHANT,MALE,1,49,ST,Graduate,61497000,700000,16478,59,16537,0.936774916,1.433029258,1765312,Literate
WEST BENGAL,PURULIA,JYOTIRMAY SINGH MAHATO,1,BJP,LOTUS,MALE,2,34,GENERAL,Graduate,2250540,456100,666016,2091,668107,40.5925934,49.27547883,1645884,Literate
WEST BENGAL,PURULIA,Dr. MRIGANKA MAHATO,0,AITC,FLOWERS AND GRASS,MALE,0,56,GENERAL,Graduate,17024599,1716993,462785,590,463375,28.15356368,34.1757009,1645884,Literate
WEST BENGAL,PURULIA,NEPAL MAHATA,0,INC,HAND,MALE,8,58,GENERAL,Post Graduate,5330178,609500,84366,111,84477,5.13262174,6.230505929,1645884,Literate
WEST BENGAL,PURULIA,BIR SINGH MAHATO,0,AIFB,LION,MALE,1,73,GENERAL,Post Graduate,17909890,0,68293,141,68434,4.15788719,5.047272545,1645884,Literate
BIHAR,PURVI CHAMPARAN,RADHA MOHAN SINGH,1,BJP,LOTUS,MALE,1,69,GENERAL,Graduate,33791375,1146627,574081,3706,577787,34.83431323,57.77090093,1658672,Literate
BIHAR,PURVI CHAMPARAN,AAKASH KUMAR SINGH,0,BLSP,CEILING FAN,MALE,-1,27,GENERAL,Not Available,-1,-1,281500,2639,284139,17.13051164,28.41006464,1658672,Not Available
BIHAR,PURVI CHAMPARAN,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,22644,62,22706,1.368926466,2.27029351,1658672,Not Available
BIHAR,PURVI CHAMPARAN,Satyam Yadav,0,BNDL,GANNA KISAN,MALE,1,30,GENERAL,8th Pass,2595500,77904,17736,5,17741,1.069590612,1.773860529,1658672,Literate
BIHAR,PURVI CHAMPARAN,Shobha Devi,0,SSD,SAW,FEMALE,0,42,GENERAL,Literate,210000,0,14023,4,14027,0.845676541,1.402510661,1658672,Literate
BIHAR,PURVI CHAMPARAN,Sachin Paswan,0,RAHIS,HELICOPTER,MALE,1,34,SC,8th Pass,2597200,0,12060,20,12080,0.728293478,1.207836942,1658672,Literate
BIHAR,PURVI CHAMPARAN,Prabhakar Jaiswal,0,CPI(M),EARS OF CORN AND SICKLE,MALE,1,55,GENERAL,12th Pass,290251911,367711,10206,68,10274,0.619411192,1.02726132,1658672,Literate
UTTAR PRADESH,RAE BARELI,SONIA GANDHI,1,INC,HAND,FEMALE,1,72,GENERAL,Not Available,118263916,0,533687,1231,534918,31.42421081,55.77744828,1702248,Not Available
UTTAR PRADESH,RAE BARELI,DINESH PRATAP SINGH,0,BJP,LOTUS,MALE,3,51,GENERAL,Graduate,29676192,972748,365839,1901,367740,21.60319765,38.34531429,1702248,Literate
UTTAR PRADESH,RAE BARELI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,10225,27,10252,0.60226242,1.069005716,1702248,Not Available
KARNATAKA,RAICHUR,RAJA AMARESHWARA NAIK,1,BJP,LOTUS,MALE,0,62,ST,Graduate,30638375,678532,596804,1533,598337,31.03079342,53.18730766,1928204,Literate
KARNATAKA,RAICHUR,B. V NAIK,0,INC,HAND,MALE,1,53,ST,Graduate,101129729,5703400,479959,662,480621,24.92583772,42.72330977,1928204,Literate
KARNATAKA,RAICHUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14914,7,14921,0.77382891,1.326355912,1928204,Not Available
KARNATAKA,RAICHUR,B. VENKANAGOUDA NAYAKA,0,BSP,ELEPHANT,MALE,0,37,ST,Graduate,1706000,0,13812,18,13830,0.71724776,1.229374859,1928204,Literate
MAHARASHTRA,RAIGAD,Tatkare Sunil Dattatray,1,NCP,CLOCK,MALE,0,64,GENERAL,Not Available,127487277,3221073,484563,2405,486968,29.4602729,47.38965125,1652965,Not Available
MAHARASHTRA,RAIGAD,Anant Geete,0,SHS,BOW AND ARROW,MALE,0,67,GENERAL,10th Pass,54422110,21341268,452942,2588,455530,27.55835725,44.33023902,1652965,Literate
MAHARASHTRA,RAIGAD,Suman Bhaskar Koli,0,VBA,CUP & SAUCER,FEMALE,0,61,GENERAL,5th Pass,11042707,519330,23042,154,23196,1.403296501,2.257335904,1652965,Literate
MAHARASHTRA,RAIGAD,Subhash Janardan Patil,0,IND,AIR CONDITIONER,MALE,0,50,GENERAL,10th Pass,2862500,0,12264,1,12265,0.741999982,1.19357755,1652965,Literate
MAHARASHTRA,RAIGAD,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,11435,55,11490,0.695114537,1.118157852,1652965,Not Available
WEST BENGAL,RAIGANJ,DEBASREE CHAUDHURI,1,BJP,LOTUS,FEMALE,2,48,GENERAL,Post Graduate,6139123,823416,509862,1790,511652,31.95388516,40.03298708,1601220,Literate
WEST BENGAL,RAIGANJ,AGARWAL KANAIALAL,0,AITC,FLOWERS AND GRASS,MALE,4,64,GENERAL,Post Graduate,20695117,0,449269,1809,451078,28.17089469,35.29351932,1601220,Literate
WEST BENGAL,RAIGANJ,MD. SALIM,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,1,61,GENERAL,Post Graduate,9690051,619755,181310,725,182035,11.368519,14.24289322,1601220,Literate
WEST BENGAL,RAIGANJ,DEEPA DASMUNSI,0,INC,HAND,FEMALE,4,58,GENERAL,Post Graduate,15615375,0,83460,202,83662,5.224891021,6.545933106,1601220,Literate
WEST BENGAL,RAIGANJ,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13747,2,13749,0.858657773,1.075757623,1601220,Not Available
CHHATTISGARH,RAIGARH,GOMATI SAI,1,BJP,LOTUS,FEMALE,0,43,ST,12th Pass,7043539,0,656939,1396,658335,37.97053302,48.73880337,1733805,Literate
CHHATTISGARH,RAIGARH,LALJEET SINGH RATHIA,0,INC,HAND,MALE,1,42,ST,Post Graduate,7254977,2080854,590690,1618,592308,34.16231929,43.85059756,1733805,Literate
CHHATTISGARH,RAIGARH,INNOCENT KUJUR,0,BSP,ELEPHANT,MALE,0,58,ST,Graduate,7697000,1475000,26491,105,26596,1.533967199,1.968993316,1733805,Literate
CHHATTISGARH,RAIGARH,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15720,9,15729,0.907195446,1.164471945,1733805,Not Available
CHHATTISGARH,RAIPUR,Sunil Kumar Soni,1,BJP,LOTUS,MALE,0,57,GENERAL,Graduate,46068126,2482214,836211,1691,837902,39.67831237,59.97257258,2111738,Literate
CHHATTISGARH,RAIPUR,Pramod Dubey,0,INC,HAND,MALE,0,53,GENERAL,Post Graduate,64682454,7605574,488515,1149,489664,23.18772499,35.04754706,2111738,Literate
ANDHRA PRADESH,RAJAHMUNDRY,MARGANI BHARAT,1,YSRCP,CEILING FAN,MALE,2,36,GENERAL,Graduate,458205360,17814757,578471,3553,582024,37.93525983,46.54374932,1534256,Literate
ANDHRA PRADESH,RAJAHMUNDRY,MAGANTI ROOPA,0,TDP,BICYCLE,FEMALE,0,45,GENERAL,Graduate,431848590,324874000,459100,1290,460390,30.00737817,36.81682671,1534256,Literate
ANDHRA PRADESH,RAJAHMUNDRY,AKULA SATYANARAYANA,0,JNP,GLASS TUMBLER,MALE,0,55,GENERAL,Post Graduate,673924565,461954372,155164,643,155807,10.1552153,12.45969573,1534256,Literate
ANDHRA PRADESH,RAJAHMUNDRY,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18064,23,18087,1.17887758,1.446395327,1534256,Not Available
ANDHRA PRADESH,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,0,INC,HAND,MALE,0,55,GENERAL,12th Pass,562700,261693,12678,47,12725,0.829392227,1.017602728,1534256,Literate
ANDHRA PRADESH,RAJAMPET,P.V.MIDHUN REDDY,1,YSRCP,CEILING FAN,MALE,3,42,GENERAL,Post Graduate,665085701,205473477,695277,6934,702211,45.39360983,57.26949024,1546938,Literate
ANDHRA PRADESH,RAJAMPET,D A SATHYA PRABHA,0,TDP,BICYCLE,FEMALE,0,68,GENERAL,12th Pass,2204833211,593275186,429710,4217,433927,28.05070404,35.38933183,1546938,Literate
ANDHRA PRADESH,RAJAMPET,SYED MUKARRAM,0,JNP,GLASS TUMBLER,MALE,0,42,GENERAL,10th Pass,600000,1200000,33833,153,33986,2.19698527,2.77176076,1546938,Literate
ANDHRA PRADESH,RAJAMPET,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,21289,50,21339,1.379434728,1.74032257,1546938,Not Available
ANDHRA PRADESH,RAJAMPET,M.SHAJAHAN BASHA (JAHA),0,INC,HAND,MALE,2,48,GENERAL,10th Pass,27400500,5600000,20959,191,21150,1.367217044,1.724908494,1546938,Literate
MADHYA PRADESH,RAJGARH,RODMAL NAGAR,1,BJP,LOTUS,MALE,0,58,GENERAL,Graduate,40198295,3921362,822225,1599,823824,48.62243401,65.33463396,1694329,Literate
MADHYA PRADESH,RAJGARH,MONA SUSTANI,0,INC,HAND,FEMALE,0,50,GENERAL,Graduate,23174475,5353782,392160,645,392805,23.18351395,31.15200685,1694329,Literate
GUJARAT,RAJKOT,KUNDARIA MOHANBHAI KALYANJIBHAI,1,BJP,LOTUS,MALE,0,67,GENERAL,8th Pass,68818120,16566856,755296,3349,758645,40.26053698,63.41594918,1884339,Literate
GUJARAT,RAJKOT,KAGATHARA LALITBHAI,0,INC,HAND,MALE,2,61,GENERAL,Graduate,97582897,82106333,388405,1833,390238,20.70954324,32.62041294,1884339,Literate
GUJARAT,RAJKOT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18080,238,18318,0.972118074,1.531221266,1884339,Not Available
GUJARAT,RAJKOT,VIJAY PARMAR,0,BSP,ELEPHANT,MALE,4,48,SC,12th Pass,535000,0,15288,100,15388,0.816625883,1.286299423,1884339,Literate
JHARKHAND,RAJMAHAL,VIJAY KUMAR HANSDAK,1,JMM,BOW & ARROW,MALE,0,36,ST,10th Pass,12919555,2743560,506589,1241,507830,34.91593992,48.46385896,1454436,Literate
JHARKHAND,RAJMAHAL,HEMLAL MURMU,0,BJP,LOTUS,MALE,0,63,ST,Graduate,56991946,17588570,407626,1009,408635,28.09577046,38.99735936,1454436,Literate
JHARKHAND,RAJMAHAL,GOPIN SOREN,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,56,ST,Graduate,2402310,10000,35577,9,35586,2.446721616,3.396087047,1454436,Literate
JHARKHAND,RAJMAHAL,MONIKA KISKU,0,AITC,FLOWERS AND GRASS,FEMALE,0,32,ST,Graduate,4946922,950000,17400,27,17427,1.198196414,1.66311496,1454436,Literate
JHARKHAND,RAJMAHAL,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,12898,21,12919,0.888248091,1.232901943,1454436,Not Available
JHARKHAND,RAJMAHAL,MANDAL HANSDA,0,IND,BAT,MALE,0,65,ST,12th Pass,872228,0,12128,2,12130,0.834000259,1.157605122,1454436,Literate
CHHATTISGARH,RAJNANDGAON,SANTOSH PANDEY,1,BJP,LOTUS,MALE,0,51,GENERAL,Graduate,24861970,1519820,660956,1431,662387,38.59031879,50.64593181,1716459,Literate
CHHATTISGARH,RAJNANDGAON,BHOLA RAM SAHU,0,INC,HAND,MALE,0,60,GENERAL,8th Pass,12428558,657124,549410,1011,550421,32.06723843,42.08504157,1716459,Literate
CHHATTISGARH,RAJNANDGAON,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19423,13,19436,1.132331154,1.486071331,1716459,Not Available
CHHATTISGARH,RAJNANDGAON,RAVITA LAKRA (DHRUV),0,BSP,ELEPHANT,FEMALE,0,45,SC,Post Graduate,3892830,23000,17105,40,17145,0.998858697,1.310902087,1716459,Literate
RAJASTHAN,RAJSAMAND,Diya Kumari,1,BJP,LOTUS,FEMALE,0,48,GENERAL,Not Available,165984623,0,858690,4349,863039,45.11652659,69.55235452,1912911,Not Available
RAJASTHAN,RAJSAMAND,Devkinandan (Kaka),0,INC,HAND,MALE,1,76,GENERAL,Post Graduate,251586733,18611248,309748,1375,311123,16.26437404,25.07341753,1912911,Literate
RAJASTHAN,RAJSAMAND,Chenaram,0,BSP,ELEPHANT,MALE,0,45,GENERAL,Graduate,7374000,8851,15916,39,15955,0.834069123,1.285814217,1912911,Literate
RAJASTHAN,RAJSAMAND,Chandra Prakash Tanwar,0,APOI,COAT,MALE,0,44,SC,5th Pass,300000,0,12885,2,12887,0.673685289,1.03856395,1912911,Literate
RAJASTHAN,RAJSAMAND,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,12641,30,12671,0.662393598,1.021156499,1912911,Not Available
TAMIL NADU,RAMANATHAPURAM,K. NAVASKANI,1,IUML,LADDER,MALE,1,39,GENERAL,12th Pass,364738171,47008615,467585,2358,469943,30.12957288,44.04657131,1559740,Literate
TAMIL NADU,RAMANATHAPURAM,NAINAR NAGENTHRAN,0,BJP,LOTUS,MALE,1,59,GENERAL,Post Graduate,194674653,80459602,341304,1517,342821,21.97936836,32.13174709,1559740,Literate
TAMIL NADU,RAMANATHAPURAM,"V.D.N. ANANDH. B.E.,",0,IND,GIFT PACK,MALE,4,38,GENERAL,Graduate,49057656,6103249,141195,611,141806,9.091643479,13.29111848,1559740,Literate
TAMIL NADU,RAMANATHAPURAM,T. BHUVANESWARI,0,NTK,GANNA KISAN,FEMALE,0,37,GENERAL,Graduate,955530,350000,46125,260,46385,2.973893085,4.34754898,1559740,Literate
TAMIL NADU,RAMANATHAPURAM,VIJAYA BASKAR,0,MNM,BATTERY TORCH,MALE,0,30,GENERAL,Graduate,2636018,0,14802,123,14925,0.956890251,1.398882581,1559740,Literate
UTTAR PRADESH,RAMPUR,Mohammad Azam Khan,1,SP,BICYCLE,MALE,10,64,GENERAL,Graduate,46124814,0,559018,159,559177,33.2941353,52.69100805,1679506,Literate
UTTAR PRADESH,RAMPUR,Jayaprada Nahata,0,BJP,LOTUS,FEMALE,0,57,GENERAL,12th Pass,279273009,16204374,448630,550,449180,26.744769,42.32603808,1679506,Literate
UTTAR PRADESH,RAMPUR,Sanjay Kapoor,0,INC,HAND,MALE,0,56,GENERAL,Graduate,97199000,5525000,34965,44,35009,2.084481985,3.298883003,1679506,Literate
MAHARASHTRA,RAMTEK,Krupal Balaji Tumane,1,SHS,BOW AND ARROW,MALE,0,53,SC,Graduate,95603165,4228793,594827,2299,597126,31.05560537,49.85168704,1922764,Literate
MAHARASHTRA,RAMTEK,Kishore Uttamrao Gajbhiye,0,INC,HAND,MALE,0,61,SC,Post Graduate,76190424,259920,468738,1605,470343,24.46181643,39.26707603,1922764,Literate
MAHARASHTRA,RAMTEK,Subhash Dharamdas Gajbhiye,0,BSP,ELEPHANT,MALE,0,29,SC,10th Pass,950000,0,44242,85,44327,2.305379131,3.700685838,1922764,Literate
MAHARASHTRA,RAMTEK,Kiran Premkumar Rodge (Patankar),0,VBA,CUP & SAUCER,FEMALE,0,58,SC,Literate,8100000,0,36218,122,36340,1.889987539,3.033882811,1922764,Literate
WEST BENGAL,RANAGHAT,JAGANNATH SARKAR,1,BJP,LOTUS,MALE,1,56,SC,Graduate,17622476,0,779767,3486,783253,44.44614051,52.75152091,1762252,Literate
WEST BENGAL,RANAGHAT,RUPALI BISWAS,0,AITC,FLOWERS AND GRASS,FEMALE,0,25,SC,Graduate,7370951,1727897,548736,1089,549825,31.20013483,37.03031458,1762252,Literate
WEST BENGAL,RANAGHAT,BISWAS RAMA,0,CPI(M),"HAMMER, SICKLE AND STAR",FEMALE,1,56,SC,Post Graduate,3211830,0,97462,309,97771,5.548071445,6.584805869,1762252,Literate
WEST BENGAL,RANAGHAT,MINATI BISWAS,0,INC,HAND,FEMALE,0,56,SC,Graduate,3197168,777679,23178,119,23297,1.322001621,1.569036037,1762252,Literate
JHARKHAND,RANCHI,SANJAY SETH,1,BJP,LOTUS,MALE,0,60,GENERAL,Graduate,14044267,100000,703983,2527,706510,36.8750062,57.17886006,1915959,Literate
JHARKHAND,RANCHI,SUBODH KANT SAHAY,0,INC,HAND,MALE,1,67,GENERAL,Graduate,73566185,11873779,422600,1130,423730,22.11581772,34.29307211,1915959,Literate
JHARKHAND,RANCHI,RAM TAHAL CHOUDHARY,0,IND,FOOTBALL,MALE,0,77,GENERAL,10th Pass,45998584,0,29396,143,29539,1.541734453,2.390633321,1915959,Literate
MADHYA PRADESH,RATLAM,GUMAN SINGH DAMOR,1,BJP,LOTUS,MALE,0,62,ST,Graduate,42072262,4890940,694243,1860,696103,37.60458578,49.67427489,1851112,Literate
MADHYA PRADESH,RATLAM,KANTILAL BHURIA,0,INC,HAND,MALE,1,68,ST,Post Graduate,90679618,904000,604409,1058,605467,32.70828561,43.20644243,1851112,Literate
MADHYA PRADESH,RATLAM,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,35410,21,35431,1.914038697,2.528374728,1851112,Not Available
MADHYA PRADESH,RATLAM,KAMLESHWAR BHIL,0,BTP,AUTO- RICKSHAW,MALE,4,28,ST,Graduate,62500,0,14704,80,14784,0.798655079,1.054993988,1851112,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Vinayak Raut,1,SHS,BOW AND ARROW,MALE,3,65,GENERAL,Post Graduate,50660534,2830000,456013,2009,458022,31.46669671,50.75851522,1455577,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Nilesh Narayan Rane,0,MSHP,REFRIGERATOR,MALE,5,38,GENERAL,Doctorate,254141202,76363728,278626,1074,279700,19.21574743,30.99666983,1455577,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Navinchandra Bhalchandra Bandivadekar,0,INC,HAND,MALE,0,62,GENERAL,10th Pass,124520857,16820672,63013,286,63299,4.348722191,7.014866654,1455577,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Maruti Ramchandra Joshi,0,VBA,WHISTLE,MALE,0,74,GENERAL,8th Pass,3493826,0,30639,243,30882,2.121632864,3.422378111,1455577,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Nilesh Bhikaji Bhatade,0,IND,ALMIRAH,MALE,0,28,GENERAL,Graduate,316000,0,17667,1,17668,1.213814178,1.95798771,1455577,Literate
MAHARASHTRA,RATNAGIRI - SINDHUDURG,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13715,62,13777,0.946497506,1.526782696,1455577,Not Available
MAHARASHTRA,RATNAGIRI - SINDHUDURG,Rajesh Dilipkumar Jadhav,0,BARESP,AIR CONDITIONER,MALE,0,32,SC,Graduate,202000,0,9563,2,9565,0.657127723,1.0600041,1455577,Literate
MAHARASHTRA,RAVER,Khadse Raksha Nikhil,1,BJP,LOTUS,FEMALE,0,31,GENERAL,Graduate,172713734,0,652212,3174,655386,36.92209407,59.77012543,1775051,Literate
MAHARASHTRA,RAVER,Dr.Ulhas Vasudeo Patil,0,INC,HAND,MALE,1,59,GENERAL,Post Graduate,198503281,4508413,318740,764,319504,17.99970818,29.13823938,1775051,Literate
MAHARASHTRA,RAVER,Nitin Pralhad Kandelkar,0,VBA,CUP & SAUCER,MALE,0,39,GENERAL,12th Pass,8901000,4450000,88108,257,88365,4.978166825,8.058742685,1775051,Literate
MADHYA PRADESH,REWA,JANARDAN MISHRA,1,BJP,LOTUS,MALE,0,62,GENERAL,Graduate,20359750,580627,580769,3000,583769,34.75779591,57.53504719,1679534,Literate
MADHYA PRADESH,REWA,"SIDDHARTH TIWARI ""RAJ""",0,INC,HAND,MALE,0,34,GENERAL,Graduate,30182893,1325755,270519,442,270961,16.13310597,26.70534736,1679534,Literate
MADHYA PRADESH,REWA,VIKASH SINGH PATEL,0,BSP,ELEPHANT,MALE,0,36,GENERAL,Graduate,15156991,3100000,91012,97,91109,5.424659459,8.979511784,1679534,Literate
MADHYA PRADESH,REWA,GIRIJESH SINGH SENGER,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,49,GENERAL,Post Graduate,3498413,265000,10401,22,10423,0.620588806,1.027269,1679534,Literate
UTTAR PRADESH,ROBERTSGANJ,PAKAURI LAL KOL,1,ADAL,CUP & SAUCER,MALE,0,66,SC,Literate,23048078,684133,447691,223,447914,25.9880548,45.29856271,1723538,Literate
UTTAR PRADESH,ROBERTSGANJ,BHAI LAL,0,SP,BICYCLE,MALE,1,67,SC,10th Pass,20813273,640631,393304,274,393578,22.83546983,39.80343931,1723538,Literate
UTTAR PRADESH,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,0,INC,HAND,MALE,0,64,SC,Graduate,26146670,4105250,35222,47,35269,2.046314035,3.566834277,1723538,Literate
UTTAR PRADESH,ROBERTSGANJ,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,21103,15,21118,1.225270345,2.135711425,1723538,Not Available
UTTAR PRADESH,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,0,BLRP,BUCKET,MALE,0,28,SC,Post Graduate,1696772,0,18333,5,18338,1.06397422,1.854563695,1723538,Literate
UTTAR PRADESH,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,55,SC,Graduate,2925000,0,17445,21,17466,1.013380616,1.76637635,1723538,Literate
UTTAR PRADESH,ROBERTSGANJ,S R DARAPURI,0,AIPF,COT,MALE,0,64,SC,Graduate,12713261,105801,11029,3,11032,0.640078722,1.11569128,1723538,Literate
HARYANA,ROHTAK,ARVIND KUMAR SHARMA,1,BJP,LOTUS,MALE,0,56,GENERAL,Post Graduate,41079284,16778090,566242,7603,573845,33.03402791,46.84471924,1737133,Literate
HARYANA,ROHTAK,DEEPENDER SINGH HOODA,0,INC,HAND,MALE,0,41,GENERAL,Post Graduate,447255719,21846800,563606,2736,566342,32.60210934,46.23222644,1737133,Literate
HARYANA,ROHTAK,KISHAN LAL PANCHAL,0,BSP,ELEPHANT,MALE,0,51,GENERAL,5th Pass,10638347,0,38163,201,38364,2.208466479,3.131770441,1737133,Literate
HARYANA,ROHTAK,PRADEEP KUMAR DESWAL,0,JNJP,CHAPPALS,MALE,3,32,GENERAL,Post Graduate,5150821,0,21050,161,21211,1.221034889,1.731518685,1737133,Literate
GUJARAT,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,1,BJP,LOTUS,MALE,0,67,GENERAL,8th Pass,23997443,0,696497,5486,701983,38.96189024,57.49350111,1801717,Literate
GUJARAT,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,0,INC,HAND,MALE,0,46,GENERAL,Graduate,22687227,800000,428836,4161,432997,24.03246459,35.46312874,1801717,Literate
GUJARAT,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,0,IND,GAS CYLINDER,MALE,0,38,GENERAL,10th Pass,590918,0,17154,21,17175,0.953257365,1.406659252,1801717,Literate
MADHYA PRADESH,SAGAR,RAJBAHADUR SINGH,1,BJP,LOTUS,MALE,1,51,GENERAL,Post Graduate,16416828,547428,645338,893,646231,40.81985738,62.28516408,1583129,Literate
MADHYA PRADESH,SAGAR,PRABHU SINGH THAKUR,0,INC,HAND,MALE,0,65,GENERAL,Post Graduate,116106237,869967,340335,354,340689,21.51997721,32.83635459,1583129,Literate
MADHYA PRADESH,SAGAR,RAJKUMAR YADAV,0,BSP,ELEPHANT,MALE,0,47,GENERAL,12th Pass,4225000,300000,20327,36,20363,1.286250205,1.962630694,1583129,Literate
UTTAR PRADESH,SAHARANPUR,HAJI FAZLUR REHMAN,1,BSP,ELEPHANT,MALE,0,67,GENERAL,Graduate,46146135,60000,513268,871,514139,29.56381585,41.7172304,1739082,Literate
UTTAR PRADESH,SAHARANPUR,RAGHAV LAKHANPAL,0,BJP,LOTUS,MALE,2,44,GENERAL,Post Graduate,47543994,0,489942,1780,491722,28.27480245,39.89831537,1739082,Literate
UTTAR PRADESH,SAHARANPUR,IMRAN MASOOD,0,INC,HAND,MALE,8,48,GENERAL,12th Pass,50597337,0,206908,160,207068,11.9067416,16.80149427,1739082,Literate
TAMIL NADU,SALEM,PARTHIBAN.S.R,1,DMK,RISING SUN,MALE,4,49,GENERAL,Graduate,60045532,4039841,602453,3849,606302,37.59984422,48.25977251,1612512,Literate
TAMIL NADU,SALEM,SARAVANAN.K.R.S,0,AIADMK,TWO LEAVES,MALE,0,44,GENERAL,Graduate,15055729,0,458118,1258,459376,28.4882221,36.56491527,1612512,Literate
TAMIL NADU,SALEM,PRABHU MANIKANDAN.M,0,MNM,BATTERY TORCH,MALE,0,28,GENERAL,Graduate,2750000,900000,58472,190,58662,3.637926415,4.669314591,1612512,Literate
TAMIL NADU,SALEM,SELVAM.S.K,0,IND,GIFT PACK,MALE,3,57,GENERAL,10th Pass,9748974,100000,52252,80,52332,3.245371197,4.16546608,1612512,Literate
TAMIL NADU,SALEM,RASA.A,0,NTK,GANNA KISAN,MALE,3,57,GENERAL,12th Pass,15668882,0,33741,149,33890,2.101689786,2.697539659,1612512,Literate
TAMIL NADU,SALEM,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,16998,132,17130,1.062317676,1.36349526,1612512,Not Available
UTTAR PRADESH,SALEMPUR,RAVINDER,1,BJP,LOTUS,MALE,0,55,GENERAL,12th Pass,27031724,249400,464629,3311,467940,28.06603802,50.63732211,1667282,Literate
UTTAR PRADESH,SALEMPUR,R S KUSHWAHA,0,BSP,ELEPHANT,MALE,0,62,GENERAL,Not Available,115246002,265057,352381,2944,355325,21.31163175,38.45088362,1667282,Not Available
