STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL_CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,OVER_TOTAL_ELECTORS_IN_CONSTITUENCY,OVER_TOTAL_VOTES_POLLED_IN_CONSTITUENCY,TOTAL_ELECTORS,LITERATE
KERALA,KANNUR,K. SUDHAKARAN,1,INC,HAND,MALE,3,70,GENERAL,Post Graduate,29699206,7468633,527685,2056,529741,41.82551024,50.22450903,1266550,Literate
KERALA,KANNUR,P. K. SREEMATHI TEACHER,0,CPI(M),"HAMMER, SICKLE AND STAR",FEMALE,10,69,GENERAL,12th Pass,24590760,0,432282,2900,435182,34.35963839,41.25941222,1266550,Literate
KERALA,KANNUR,C. K. PADMANABHAN,0,BJP,LOTUS,MALE,0,70,GENERAL,10th Pass,3290900,0,67620,889,68509,5.40910347,6.495307875,1266550,Literate
UTTAR PRADESH,KANPUR,Satyadev Pachauri,1,BJP,LOTUS,MALE,0,71,GENERAL,Post Graduate,132382819,31052190,466442,2495,468937,28.71658799,55.59953001,1632983,Literate
UTTAR PRADESH,KANPUR,Sriprakash Jaiswal,0,INC,HAND,MALE,0,74,GENERAL,12th Pass,78641628,0,311409,1594,313003,19.16756023,37.11121044,1632983,Literate
UTTAR PRADESH,KANPUR,Ram Kumar,0,SP,BICYCLE,MALE,1,61,GENERAL,Post Graduate,198048000,610000,47703,572,48275,2.95624633,5.723726878,1632983,Literate
WEST BENGAL,KANTHI,Adhikari Sisir,1,AITC,FLOWERS AND GRASS,MALE,3,77,GENERAL,12th Pass,33979650,0,711233,639,711872,42.88005821,49.95712178,1660147,Literate
WEST BENGAL,KANTHI,Dr. Debasis Samanta,0,BJP,LOTUS,MALE,0,46,GENERAL,Post Graduate,19292281,6000000,598616,1588,600204,36.15366591,42.12058393,1660147,Literate
WEST BENGAL,KANTHI,Paritosh Pattanayak,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,3,38,GENERAL,Post Graduate,888311,0,76002,183,76185,4.589051451,5.346443354,1660147,Literate
WEST BENGAL,KANTHI,Dipak Kumar Das,0,INC,HAND,MALE,0,65,GENERAL,Post Graduate,9444884,232960,16789,62,16851,1.015030597,1.182554531,1660147,Literate
BIHAR,KARAKAT,MAHABALI SINGH,1,JD(U),ARROW,MALE,3,64,GENERAL,8th Pass,43442051,3000000,396282,2126,398408,22.49299084,45.81793258,1771254,Literate
BIHAR,KARAKAT,UPENDRA KUSHWAHA,0,BLSP,CEILING FAN,MALE,5,56,GENERAL,Post Graduate,31034113,1358960,312269,1597,313866,17.71998821,36.09538771,1771254,Literate
BIHAR,KARAKAT,RAJA RAM SINGH,0,CPI(ML)(L),FLAG WITH THREE STARS,MALE,3,63,GENERAL,Graduate,13381190,1480000,24892,40,24932,1.407590329,2.867243366,1771254,Literate
BIHAR,KARAKAT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,22002,102,22104,1.247929433,2.542016179,1771254,Not Available
BIHAR,KARAKAT,RAJ NARAYAN TIWARI,0,BSP,ELEPHANT,MALE,0,45,GENERAL,12th Pass,7420911,70000,21587,128,21715,1.225967591,2.49728019,1771254,Literate
BIHAR,KARAKAT,MOHAMMAD ATAHAR HUSAIN,0,ANC,GRAMOPHONE,MALE,0,48,GENERAL,Post Graduate,621955,299896,12416,15,12431,0.701819163,1.429596594,1771254,Literate
BIHAR,KARAKAT,MAMTA PANDEY,0,RSPSR,TRUCK,FEMALE,0,43,GENERAL,12th Pass,3945000,50000,8821,30,8851,0.499702471,1.017887495,1771254,Literate
RAJASTHAN,KARAULI-DHOLPUR,MANOJ RAJORIA,1,BJP,LOTUS,MALE,0,49,SC,Post Graduate,64867148,22121569,523801,2642,526443,29.07602782,52.69014042,1810574,Literate
RAJASTHAN,KARAULI-DHOLPUR,SANJAY KUMAR,0,INC,HAND,MALE,0,31,SC,Graduate,5376898,0,427847,914,428761,23.68094317,42.91343469,1810574,Literate
RAJASTHAN,KARAULI-DHOLPUR,RAMKUMAR,0,BSP,ELEPHANT,MALE,0,44,SC,Graduate,3502000,2000000,25674,44,25718,1.42043352,2.574039414,1810574,Literate
ASSAM,KARIMGANJ,KRIPANATH MALLAH,1,BJP,LOTUS,MALE,0,46,SC,Graduate,1871040,0,471946,1100,473046,35.29738325,44.57819744,1340173,Literate
ASSAM,KARIMGANJ,RADHESHYAM BISWAS,0,AIUDF,LOCK AND KEY,MALE,0,66,SC,12th Pass,12170204,0,434519,138,434657,32.43290232,40.9605526,1340173,Literate
ASSAM,KARIMGANJ,SWARUP DAS,0,INC,HAND,MALE,1,37,SC,Graduate,9106386,4782191,120293,159,120452,8.987794859,11.35097441,1340173,Literate
TELANGANA,KARIMNAGAR,BANDI SANJAY KUMAR,1,BJP,LOTUS,MALE,6,47,GENERAL,Post Graduate,2270000,1341800,497462,814,498276,30.17033162,43.39623463,1651543,Literate
TELANGANA,KARIMNAGAR,BOIANAPALLI VINOD KUMAR,0,TRS,CAR,MALE,0,59,GENERAL,Graduate,121487098,3045917,408560,208,408768,24.75067255,35.60073541,1651543,Literate
TELANGANA,KARIMNAGAR,Ponnam Prabhaker,0,INC,HAND,MALE,3,52,GENERAL,Post Graduate,9478606,0,179140,118,179258,10.8539711,15.61207489,1651543,Literate
TELANGANA,KARIMNAGAR,DURVASA REDDY PAKALA,0,IND,MATCHBOX,MALE,1,38,GENERAL,Post Graduate,5567500,950000,11635,2,11637,0.704613807,1.013498508,1651543,Literate
HARYANA,KARNAL,Sanjay Bhatia,1,BJP,LOTUS,MALE,0,51,GENERAL,Graduate,2256739,500000,909432,2162,911594,47.87298346,70.04319717,1904193,Literate
HARYANA,KARNAL,Kuldip Sharma,0,INC,HAND,MALE,0,62,GENERAL,Graduate,113355363,1011148,255163,289,255452,13.4152368,19.62789883,1904193,Literate
HARYANA,KARNAL,Pankaj,0,BSP,ELEPHANT,MALE,0,31,GENERAL,10th Pass,3462000,0,67091,92,67183,3.528161274,5.162070084,1904193,Literate
HARYANA,KARNAL,Krishan Kumar Aggarwal,0,AAP,BROOM,MALE,0,41,GENERAL,Graduate,47169776,4504699,22042,42,22084,1.15975639,1.696845269,1904193,Literate
HARYANA,KARNAL,Dharmvir Padha,0,INLD,SPECTACLES,MALE,0,56,GENERAL,12th Pass,124524443,5255000,15748,49,15797,0.829590278,1.213777609,1904193,Literate
TAMIL NADU,KARUR,Jothimani S,1,INC,HAND,FEMALE,0,43,GENERAL,Post Graduate,6046055,379000,691518,4179,695697,50.14805887,63.03630243,1387286,Literate
TAMIL NADU,KARUR,Thambidurai M,0,AIADMK,TWO LEAVES,MALE,2,73,GENERAL,Doctorate,255283854,83215997,274455,696,275151,19.83376175,24.93111462,1387286,Literate
TAMIL NADU,KARUR,Karuppaiya R,0,NTK,GANNA KISAN,MALE,0,53,GENERAL,Post Graduate,54164676,8906407,38399,144,38543,2.778302383,3.492336757,1387286,Literate
TAMIL NADU,KARUR,Thangavel P S N,0,IND,GIFT PACK,MALE,0,52,GENERAL,Graduate,48731533,4769030,31099,40,31139,2.244598446,2.82146886,1387286,Literate
TAMIL NADU,KARUR,Hariharan Dr R,0,MNM,BATTERY TORCH,MALE,0,42,GENERAL,Graduate,6671252,3061250,15915,52,15967,1.150952291,1.446751446,1387286,Literate
KERALA,KASARAGOD,Rajmohan Unnithan,1,INC,HAND,MALE,1,65,GENERAL,Graduate,21570257,862257,473983,978,474961,34.82279607,43.17438703,1363937,Literate
KERALA,KASARAGOD,K. P. Sathishchandran,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,4,61,GENERAL,Graduate,6481669,1015342,432347,2176,434523,31.85799637,39.49853604,1363937,Literate
KERALA,KASARAGOD,Ravisha Thanthri Kuntar,0,BJP,LOTUS,MALE,1,52,GENERAL,10th Pass,6843278,1901899,175340,709,176049,12.90741435,16.00301427,1363937,Literate
BIHAR,KATIHAR,DULAL CHANDRA GOSWAMI,1,JD(U),ARROW,MALE,1,51,GENERAL,Graduate,13302734,3130766,558984,439,559423,33.83566607,50.02490412,1653353,Literate
BIHAR,KATIHAR,TARIQ ANWAR,0,INC,HAND,MALE,1,68,GENERAL,Graduate,119291973,582950,502044,176,502220,30.37584835,44.90967898,1653353,Literate
BIHAR,KATIHAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,20572,12,20584,1.244985191,1.840669094,1653353,Not Available
UTTAR PRADESH,KAUSHAMBI,VINOD KUMAR SONKAR,1,BJP,LOTUS,MALE,4,49,SC,Graduate,59336113,20730086,381517,1492,383009,21.43163302,39.28148368,1787120,Literate
UTTAR PRADESH,KAUSHAMBI,INDRAJEET SAROJ,0,SP,BICYCLE,MALE,2,57,SC,Graduate,110999555,20623099,343274,1013,344287,19.26490667,35.3101472,1787120,Literate
UTTAR PRADESH,KAUSHAMBI,SHAILENDRA KUMAR PASI,0,JDL,FOOTBALL PLAYER,MALE,3,61,SC,Graduate,38557366,3268327,156269,137,156406,8.751846546,16.04103229,1787120,Literate
UTTAR PRADESH,KAUSHAMBI,SHAILENDRA KUMAR,0,IND,FOOTBALL,MALE,-1,44,SC,Not Available,-1,-1,26954,13,26967,1.508964143,2.765741198,1787120,Not Available
UTTAR PRADESH,KAUSHAMBI,GIRISH PASI,0,INC,HAND,MALE,4,52,SC,12th Pass,48145467,22510000,16384,58,16442,0.920027754,1.686294982,1787120,Literate
UTTAR PRADESH,KAUSHAMBI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14751,18,14769,0.826413447,1.514711749,1787120,Not Available
ODISHA,KENDRAPARA,Anubhav Mohanty,1,BJD,CONCH,MALE,0,37,GENERAL,Graduate,22309172,4133506,629349,830,630179,36.83284276,50.88457489,1710916,Literate
ODISHA,KENDRAPARA,BAIJAYANT PANDA,0,BJP,LOTUS,MALE,5,55,GENERAL,Graduate,574415842,600000,474294,2304,476598,27.85630621,38.48348901,1710916,Literate
ODISHA,KENDRAPARA,DHARANIDHAR NAYAK,0,INC,HAND,MALE,0,65,GENERAL,Post Graduate,40821148,3135045,113896,193,114089,6.66829932,9.212255985,1710916,Literate
ODISHA,KEONJHAR,Chandrani Murmu,0,BJD,CONCH,FEMALE,0,25,ST,Graduate,340580,0,525886,473,526359,34.70450086,44.74019511,1516688,Literate
ODISHA,KEONJHAR,Ananta Nayak,0,BJP,LOTUS,MALE,1,49,ST,12th Pass,5512006,533728,458064,2092,460156,30.33952929,39.11298034,1516688,Literate
ODISHA,KEONJHAR,Mohan Kumar Hembram,0,INC,HAND,MALE,0,43,ST,Post Graduate,7233000,744762,128542,174,128716,8.486649858,10.94078177,1516688,Literate
ODISHA,KEONJHAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19204,3,19207,1.266377792,1.632583327,1516688,Not Available
PUNJAB,KHADOOR SAHIB,JASBIR SINGH GILL (DIMPA),1,INC,HAND,MALE,0,48,GENERAL,Not Available,81393500,4655000,457990,1720,459710,28.05090424,43.85918046,1638842,Not Available
PUNJAB,KHADOOR SAHIB,BIBI JAGIR KAUR,0,SAD,SCALES,FEMALE,1,65,GENERAL,Graduate,139193710,5098845,317690,1447,319137,19.47332324,30.44764585,1638842,Literate
PUNJAB,KHADOOR SAHIB,PARAMJIT KAUR KHALRA,0,PUNEKP,KEY,FEMALE,0,65,GENERAL,Post Graduate,11310000,0,213550,939,214489,13.08783885,20.46357869,1638842,Literate
PUNJAB,KHADOOR SAHIB,MANJINDER SINGH SIDHU,0,AAP,BROOM,MALE,2,33,GENERAL,12th Pass,4411000,0,13155,501,13656,0.833271298,1.302866956,1638842,Literate
BIHAR,KHAGARIA,Choudhary Mehboob Ali Kaiser,1,LJP,BUNGALOW,MALE,1,52,GENERAL,Graduate,109788313,0,509138,1055,510193,30.43286604,52.73797796,1676454,Literate
BIHAR,KHAGARIA,Mukesh Sahani,0,VSIP,BOAT WITH MAN AND SAIL,MALE,4,40,GENERAL,8th Pass,119699803,16547563,261409,214,261623,15.60573687,27.04362468,1676454,Literate
BIHAR,KHAGARIA,Priadarshi Dinkar,0,IND,AUTO- RICKSHAW,MALE,0,31,GENERAL,Graduate,321000,0,51847,0,51847,3.092658671,5.359356054,1676454,Literate
BIHAR,KHAGARIA,Bandan Kumar Singh,0,IND,AIR CONDITIONER,MALE,0,27,GENERAL,10th Pass,603000,0,20445,4,20449,1.219776982,2.113786178,1676454,Literate
BIHAR,KHAGARIA,Moni Kumar,0,BMUP,COT,MALE,0,35,SC,12th Pass,566260,50000,16686,6,16692,0.99567301,1.72543004,1676454,Literate
BIHAR,KHAGARIA,Nagendra Singh Tyagi,0,IND,GAS CYLINDER,MALE,4,44,GENERAL,Graduate,7051000,0,16073,24,16097,0.960181431,1.663925674,1676454,Literate
BIHAR,KHAGARIA,Dhirendra Chaudhary,0,AAM,CHAPATI ROLLER,MALE,0,38,GENERAL,8th Pass,1519500,0,10744,3,10747,0.641055466,1.110903225,1676454,Literate
MADHYA PRADESH,KHAJURAHO,V.D. SHARMA (VISHNU DATT SHARMA),1,BJP,LOTUS,MALE,0,49,GENERAL,Post Graduate,10589334,2507176,810410,725,811135,44.03328819,64.46194756,1842095,Literate
MADHYA PRADESH,KHAJURAHO,MAHARANI KAVITA SINGH NATIRAJA,0,INC,HAND,FEMALE,0,39,GENERAL,Graduate,73695721,2160104,318526,227,318753,17.30383069,25.33171318,1842095,Literate
MADHYA PRADESH,KHAJURAHO,VEER SINGH PATEL,0,SP,BICYCLE,MALE,8,39,GENERAL,12th Pass,39687180,4212532,40029,48,40077,2.175620693,3.184971025,1842095,Literate
TELANGANA,KHAMMAM,NAMA NAGESWR RAO,1,TRS,CAR,MALE,5,62,GENERAL,12th Pass,1074671341,80721594,566621,838,567459,37.48550841,49.7837431,1513809,Literate
TELANGANA,KHAMMAM,RENUKA CHOWDHURY,0,INC,HAND,FEMALE,1,64,GENERAL,Post Graduate,1131285724,116191184,399008,389,399397,26.38357943,35.03949649,1513809,Literate
TELANGANA,KHAMMAM,Boda Venkat,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,54,SC,Graduate,9611087,3185000,57065,37,57102,3.772074284,5.009615317,1513809,Literate
TELANGANA,KHAMMAM,DEVAKI VASUDEVA RAO,0,BJP,LOTUS,MALE,0,47,GENERAL,Not Available,26300049,4686270,20401,87,20488,1.3534072,1.79743264,1513809,Not Available
TELANGANA,KHAMMAM,NARALA SATYANARAYANA,0,JNP,GLASS TUMBLER,MALE,0,46,GENERAL,Post Graduate,2201365,590000,19304,11,19315,1.275920542,1.694524182,1513809,Literate
TELANGANA,KHAMMAM,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15802,30,15832,1.045838676,1.388957124,1513809,Not Available
TELANGANA,KHAMMAM,GOKINAPALLI VENKATESWAR RAO,0,IND,CUP & SAUCER,MALE,0,61,GENERAL,5th Pass,3968500,45000,11517,3,11520,0.760994287,1.010661071,1513809,Literate
MADHYA PRADESH,KHANDWA,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),1,BJP,LOTUS,MALE,0,66,GENERAL,Post Graduate,19076515,4819099,837969,940,838909,43.94367894,57.14031751,1909055,Literate
MADHYA PRADESH,KHANDWA,ARUN SUBHASH CHANDRA YADAV,0,INC,HAND,MALE,0,45,GENERAL,Graduate,389536712,196853975,564761,805,565566,29.62544295,38.52220064,1909055,Literate
MADHYA PRADESH,KHANDWA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15993,12,16005,0.838372912,1.090143009,1909055,Not Available
MADHYA PRADESH,KHANDWA,DAYARAM KORKU (THAKUR DADA),0,BSP,ELEPHANT,MALE,0,60,ST,10th Pass,2656005,0,14852,36,14888,0.779862288,1.014061176,1909055,Literate
MADHYA PRADESH,KHARGONE,GAJENDRA UMRAO SINGH PATEL,1,BJP,LOTUS,MALE,0,43,ST,Graduate,67303990,1885020,772221,1329,773550,42.16944644,54.1700922,1834385,Literate
MADHYA PRADESH,KHARGONE,DR. GOVIND SUBHAN MUJALDA,0,INC,HAND,MALE,0,55,ST,Post Graduate,19556340,0,570106,934,571040,31.12977919,39.98873951,1834385,Literate
MADHYA PRADESH,KHARGONE,COMRADE JYOTI SUKHLAL GORE,0,CPI(M),EARS OF CORN AND SICKLE,FEMALE,0,39,ST,8th Pass,4430200,0,20669,4,20673,1.12697171,1.447687048,1834385,Literate
MADHYA PRADESH,KHARGONE,AMIT KUMAR BALKE,0,BSP,ELEPHANT,MALE,0,33,ST,12th Pass,286000,22000,18554,19,18573,1.012491925,1.30062843,1834385,Literate
MADHYA PRADESH,KHARGONE,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18408,15,18423,1.004314798,1.290124244,1834385,Not Available
GUJARAT,KHEDA,Chauhan Devusinh,1,BJP,LOTUS,MALE,0,54,GENERAL,Not Available,13023202,995240,711757,2815,714572,39.6098065,64.89189255,1804028,Not Available
GUJARAT,KHEDA,Bimal Shah,0,INC,HAND,MALE,0,58,GENERAL,Graduate,86398716,25512343,345804,1623,347427,19.25840397,31.55062828,1804028,Literate
GUJARAT,KHEDA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,18201,76,18277,1.013121748,1.65977553,1804028,Not Available
UTTAR PRADESH,KHERI,Ajay Kumar,1,BJP,LOTUS,MALE,1,60,GENERAL,Graduate,45295455,0,609285,304,609589,34.42646096,53.62456148,1770699,Literate
UTTAR PRADESH,KHERI,Dr. Purvi Verma,0,SP,BICYCLE,FEMALE,0,29,GENERAL,Post Graduate,1579411,0,390665,117,390782,22.06936357,34.37646247,1770699,Literate
UTTAR PRADESH,KHERI,Zafar Ali Naqvi,0,INC,HAND,MALE,0,71,GENERAL,Graduate,8936547,1061456,92127,28,92155,5.204441862,8.106726767,1770699,Literate
UTTAR PRADESH,KHERI,Vipnesh Shukla,0,CPI(M),EARS OF CORN AND SICKLE,MALE,0,68,GENERAL,Graduate,9470000,0,11857,0,11857,0.669622561,1.043041173,1770699,Literate
JHARKHAND,KHUNTI,ARJUN MUNDA,1,BJP,LOTUS,MALE,0,50,ST,12th Pass,91507865,27106434,381566,1072,382638,31.81586877,45.9440897,1202664,Literate
JHARKHAND,KHUNTI,KALI CHARAN MUNDA,0,INC,HAND,MALE,0,57,ST,12th Pass,5111665,0,380468,725,381193,31.69571884,45.77058573,1202664,Literate
JHARKHAND,KHUNTI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,21236,9,21245,1.766495048,2.550928516,1202664,Not Available
JHARKHAND,KHUNTI,MEENAKSHI MUNDA,0,IND,POT,FEMALE,0,40,ST,Doctorate,13477647,851103,10976,13,10989,0.913721538,1.319470627,1202664,Literate
JHARKHAND,KHUNTI,AJAY TOPNO,0,JKP,BASKET CONTAINING FRUITS,MALE,0,50,ST,Graduate,8191682,0,8770,68,8838,0.734868592,1.061195869,1202664,Literate
BIHAR,KISHANGANJ,Dr. Mohammad Jawed,1,INC,HAND,MALE,1,54,GENERAL,Graduate,90973803,5383958,366820,197,367017,22.11410712,33.31502756,1659651,Literate
BIHAR,KISHANGANJ,Syed Mahmood Ashraf,0,JD(U),ARROW,MALE,4,54,GENERAL,12th Pass,19854930,3598799,332325,226,332551,20.03740545,30.18646474,1659651,Literate
BIHAR,KISHANGANJ,Akhtarul Iman,0,AIMIM,KITE,MALE,4,55,GENERAL,Post Graduate,7262890,1908918,294859,170,295029,17.77656869,26.78050135,1659651,Literate
BIHAR,KISHANGANJ,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19719,3,19722,1.188322123,1.790214005,1659651,Not Available
BIHAR,KISHANGANJ,Rajesh Kumar Dubey,0,IND,HELICOPTER,MALE,0,42,GENERAL,Graduate,507291,0,15182,2,15184,0.914891143,1.378288685,1659651,Literate
JHARKHAND,KODARMA,ANNPURNA DEVI,1,BJP,LOTUS,FEMALE,0,50,GENERAL,Post Graduate,97636939,3189066,751996,1020,753016,41.50849583,62.25016761,1814125,Literate
JHARKHAND,KODARMA,BABU LAL MARANDI,0,JVM,COMB,MALE,10,61,ST,Graduate,10951372,0,297232,184,297416,16.39446014,24.58672306,1814125,Literate
JHARKHAND,KODARMA,RAJ KUMAR YADAV,0,CPI(ML)(L),FLAG WITH THREE STARS,MALE,4,46,GENERAL,10th Pass,14941593,3514000,68184,23,68207,3.759773996,5.638521867,1814125,Literate
JHARKHAND,KODARMA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,31156,8,31164,1.717852959,2.576258968,1814125,Not Available
JHARKHAND,KODARMA,KANCHAN KUMARI,0,AITC,FLOWERS AND GRASS,FEMALE,0,28,GENERAL,Graduate,5290000,1200000,14082,37,14119,0.778281541,1.167186509,1814125,Literate
ASSAM,KOKRAJHAR,Naba Kumar Sarania,1,IND,BATTERY TORCH,MALE,5,50,ST,12th Pass,13013994,175069,482556,2004,484560,27.27828512,32.74620475,1776358,Literate
ASSAM,KOKRAJHAR,Pramila Rani Brahma,0,BOPF,NANGOL,FEMALE,0,69,ST,Graduate,44714985,0,443410,3364,446774,25.15112382,30.19265495,1776358,Literate
ASSAM,KOKRAJHAR,Urkhao Gwra Brahma,0,UPPL,TRACTOR CHALATA KISAN,MALE,0,56,ST,Graduate,15108266,0,309736,2699,312435,17.58851538,21.11412515,1776358,Literate
ASSAM,KOKRAJHAR,Sabda Ram Rabha,0,INC,HAND,MALE,0,50,ST,Graduate,5327404,200000,146251,867,147118,8.282001714,9.942125124,1776358,Literate
ASSAM,KOKRAJHAR,Biraj Deka,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,26,ST,Post Graduate,1533900,248000,27804,324,28128,1.583464594,1.90086934,1776358,Literate
ASSAM,KOKRAJHAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15867,121,15988,0.900043797,1.08045716,1776358,Not Available
KARNATAKA,KOLAR,S. MUNISWAMY,1,BJP,LOTUS,MALE,2,44,SC,12th Pass,174557500,19865690,707930,1235,709165,43.50809621,56.32348047,1629961,Literate
KARNATAKA,KOLAR,K.H. MUNIYAPPA,0,INC,HAND,MALE,1,71,SC,Graduate,329443821,143795090,498259,885,499144,30.62306399,39.64313994,1629961,Literate
KARNATAKA,KOLAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13873,16,13889,0.852106277,1.103095641,1629961,Not Available
MAHARASHTRA,KOLHAPUR,Sanjay Sadashivrao Mandlik,1,SHS,BOW AND ARROW,MALE,0,54,GENERAL,Post Graduate,95171892,10580414,745675,3410,749085,39.8344373,56.21634156,1880496,Literate
MAHARASHTRA,KOLHAPUR,Dhananjay Mahadik,0,NCP,CLOCK,MALE,4,47,GENERAL,Graduate,663140000,135455000,476820,1697,478517,25.44631842,35.91111171,1880496,Literate
MAHARASHTRA,KOLHAPUR,Dr. Aruna Mohan Mali,0,VBA,CUP & SAUCER,FEMALE,1,37,GENERAL,Doctorate,964227,0,63251,188,63439,3.373524857,4.760886271,1880496,Literate
WEST BENGAL,KOLKATA DAKSHIN,Mala Roy,1,AITC,FLOWERS AND GRASS,FEMALE,3,61,GENERAL,Graduate,10308401,0,572188,931,573119,33.15028305,47.47994327,1728851,Literate
WEST BENGAL,KOLKATA DAKSHIN,Chandra Kumar Bose,0,BJP,LOTUS,MALE,1,58,GENERAL,Post Graduate,13591332,831824,417086,841,417927,24.1736853,34.62308918,1728851,Literate
WEST BENGAL,KOLKATA DAKSHIN,Nandini Mukherjee,0,CPI(M),"HAMMER, SICKLE AND STAR",FEMALE,0,53,GENERAL,Graduate,12530997,3862405,139770,505,140275,8.11377036,11.62105783,1728851,Literate
WEST BENGAL,KOLKATA DAKSHIN,Mita Chakraborty,0,INC,HAND,FEMALE,0,44,GENERAL,Graduate,447511958,187853701,42536,82,42618,2.465105437,3.530680752,1728851,Literate
WEST BENGAL,KOLKATA DAKSHIN,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14780,44,14824,0.857448097,1.228091686,1728851,Not Available
WEST BENGAL,KOLKATA UTTAR,BANDYOPADHYAY SUDIP,1,AITC,FLOWERS AND GRASS,MALE,2,70,GENERAL,Graduate,61176355,0,474490,401,474891,32.88532092,49.95492506,1444082,Literate
WEST BENGAL,KOLKATA UTTAR,RAHUL (BISWAJIT) SINHA,0,BJP,LOTUS,MALE,7,55,GENERAL,Graduate,24520871,2057496,347307,489,347796,24.0842279,36.5854967,1444082,Literate
WEST BENGAL,KOLKATA UTTAR,KANINIKA BOSE (GHOSH),0,CPI(M),"HAMMER, SICKLE AND STAR",FEMALE,1,50,GENERAL,Post Graduate,7477775,1200000,70848,232,71080,4.92215816,7.477075946,1444082,Literate
WEST BENGAL,KOLKATA UTTAR,SYED SHAHID IMAM,0,INC,HAND,MALE,0,57,GENERAL,Graduate,75691151,0,26072,21,26093,1.806891852,2.74478535,1444082,Literate
KERALA,KOLLAM,N.K.Premachandran,1,RSP,SPADE & STOKER,MALE,5,58,GENERAL,Graduate,17500650,3270587,497264,2413,499677,38.53391634,51.56534921,1296720,Literate
KERALA,KOLLAM,K.N.Balagopal,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,1,55,GENERAL,Post Graduate,9463866,2800000,347492,3329,350821,27.05449133,36.20380241,1296720,Literate
KERALA,KOLLAM,Adv.K.V.Sabu,0,BJP,LOTUS,MALE,0,57,GENERAL,Post Graduate,26550000,6400000,102319,1020,103339,7.969260904,10.66431239,1296720,Literate
KARNATAKA,KOPPAL,KARADI SANGANNA AMARAPPA,1,BJP,LOTUS,MALE,1,64,GENERAL,10th Pass,28725791,22475333,584997,1786,586783,33.78737635,49.28352876,1736693,Literate
KARNATAKA,KOPPAL,K.RAJASHEKAR BASAVARAJ HITNAL,0,INC,HAND,MALE,0,38,GENERAL,12th Pass,84922164,38412374,547573,813,548386,31.57645018,46.0585893,1736693,Literate
ODISHA,KORAPUT,SAPTAGIRI SANKAR ULAKA,1,INC,HAND,MALE,0,40,ST,Graduate,37587560,1217963,370434,695,371129,25.87375487,34.34252301,1434384,Literate
ODISHA,KORAPUT,KAUSALYA HIKAKA,0,BJD,CONCH,FEMALE,0,33,ST,12th Pass,40617427,0,366812,704,367516,25.62186974,34.00819307,1434384,Literate
ODISHA,KORAPUT,JAYARAM PANGI,0,BJP,LOTUS,MALE,0,63,ST,10th Pass,41944825,4200000,206153,2245,208398,14.52874544,19.28416564,1434384,Literate
ODISHA,KORAPUT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,36525,36,36561,2.54889904,3.383182084,1434384,Not Available
ODISHA,KORAPUT,BHASKAR MUTUKA,0,BSP,ELEPHANT,MALE,0,61,ST,Graduate,316000,0,35668,96,35764,2.493335118,3.309431473,1434384,Literate
ODISHA,KORAPUT,DAMODARA SABAR,0,CPI(ML)(L),FLAG WITH THREE STARS,MALE,0,67,ST,8th Pass,15000,0,26112,5,26117,1.820781604,2.416743702,1434384,Literate
ODISHA,KORAPUT,BANAMALI MAJHI,0,APOI,COAT,MALE,0,45,ST,Post Graduate,170000,0,18842,7,18849,1.314083258,1.744197344,1434384,Literate
ODISHA,KORAPUT,RAJENDRA KENDRUKA,0,CPIM,SAW,MALE,1,27,ST,5th Pass,565,0,15826,1,15827,1.103400484,1.464555752,1434384,Literate
CHHATTISGARH,KORBA,JYOTSNA CHARANDAS MAHANT,1,INC,HAND,FEMALE,0,65,GENERAL,Post Graduate,150639697,0,522671,639,523310,34.68293524,46.00838914,1508840,Literate
CHHATTISGARH,KORBA,JYOTI NAND DUBEY,0,BJP,LOTUS,MALE,0,52,GENERAL,10th Pass,17097616,295672,495960,1101,497061,32.94325442,43.70062853,1508840,Literate
